id,number,name,type,zone,from_station_code,from_station_name,to_station_code,to_station_name,departure,arrival,duration,number_of_halts,distance,departure_days,sunday,monday,tuesday,wednesday,thursday,friday,saturday,classes,first_ac,second_ac,third_ac,first_class,sleeper,chair_car,second_sitting,return_train,date_from,date_to
3194,52501,"BhikhnaThori Narkatiaganj Passenger",Pass,ECR,BKF,"Bhikhna Thori",NKE,"Narkatiaganj Junction",05:35,07:10,"1h 35m",2,"no info",SMTWTFS,1,1,1,1,1,1,1,"",0,0,0,0,0,0,0,52502,,
3195,52502,"Narkatiaganj Bhikhna Thori Passenger",Pass,ECR,NKE,"Narkatiaganj Junction",BKF,"Bhikhna Thori",03:45,05:15,"1h 30m",2,"no info",SMTWTFS,1,1,1,1,1,1,1,"",0,0,0,0,0,0,0,52501,,
3196,52503,"BhikhnaThori Narkatiaganj Passenger",Pass,ECR,BKF,"Bhikhna Thori",NKE,"Narkatiaganj Junction",11:20,12:55,"1h 35m",2,"no info",SMTWTFS,1,1,1,1,1,1,1,"",0,0,0,0,0,0,0,52502,,
3197,52504,"Narkatiaganj Bhikhna Thori Passenger",Pass,ECR,NKE,"Narkatiaganj Junction",BKF,"Bhikhna Thori",09:30,11:00,"1h 30m",2,"no info",SMTWTFS,1,1,1,1,1,1,1,"",0,0,0,0,0,0,0,52503,,
3198,52505,"BhikhnaThori Narkatiaganj Passenger",Pass,ECR,BKF,"Bhikhna Thori",NKE,"Narkatiaganj Junction",18:15,19:50,"1h 35m",2,"no info",SMTWTFS,1,1,1,1,1,1,1,"",0,0,0,0,0,0,0,52504,,
3199,52506,"Narkatiaganj Bhikhna Thori Passenger",Pass,ECR,NKE,"Narkatiaganj Junction",BKF,"Bhikhna Thori",16:00,17:35,"1h 35m",2,"no info",SMTWTFS,1,1,1,1,1,1,1,"",0,0,0,0,0,0,0,52505,,
3200,52507,"Raxaul-Narkatiaganj Passenger",Pass,?,RXL,"Raxaul Junction",NKE,"Narkatiaganj Junction",07:30,09:20,"1h 50m",3,"40 km",SMTWTFS,1,1,1,1,1,1,1,"",0,0,0,0,0,0,0,52508,,
3201,52508,"Narkatiganj Raxaul Passenger",Pass,?,NKE,"Narkatiaganj Junction",RXL,"Raxaul Junction",04:00,05:50,"1h 50m",3,"40 km",SMTWTFS,1,1,1,1,1,1,1,"",0,0,0,0,0,0,0,52507,,
3202,52509,"Raxaul Narkatiaganj Passenger",Pass,?,RXL,"Raxaul Junction",NKE,"Narkatiaganj Junction",12:50,14:40,"1h 50m",3,"40 km",SMTWTFS,1,1,1,1,1,1,1,"",0,0,0,0,0,0,0,52508,,
3203,52510,"Narkatiaganj Raxaul Passenger",Pass,?,NKE,"Narkatiaganj Junction",RXL,"Raxaul Junction",10:15,12:00,"1h 45m",3,"40 km",SMTWTFS,1,1,1,1,1,1,1,"",0,0,0,0,0,0,0,52509,,
3204,52511,"Raxaul Narkatiaganj Passenger",Pass,?,RXL,"Raxaul Junction",NKE,"Narkatiaganj Junction",18:05,20:00,"1h 55m",3,"40 km",SMTWTFS,1,1,1,1,1,1,1,"",0,0,0,0,0,0,0,52510,,
3205,52512,"Narkatiaganj Raxaul Passenger",Pass,?,NKE,"Narkatiaganj Junction",RXL,"Raxaul Junction",15:15,17:05,"1h 50m",3,"40 km",SMTWTFS,1,1,1,1,1,1,1,"",0,0,0,0,0,0,0,52511,,
3206,52515,"Jhanjharpur Laukaha Bazar Passenger",Pass,?,JJP,Jhanjharpur,LKQ,"Laukaha Bazar",03:30,06:15,"2h 45m",6,"43 km",SMTWTFS,1,1,1,1,1,1,1,"",0,0,0,0,0,0,0,52516,,
3207,52516,"Laukaha Bazar Jhanjharpur Passenger",Pass,?,LKQ,"Laukaha Bazar",JJP,Jhanjharpur,21:10,23:35,"2h 25m",6,"43 km",SMTWTFS,1,1,1,1,1,1,1,"",0,0,0,0,0,0,0,52515,,
3208,52517,"Sakri Laukaha Bazar Passenger",Pass,?,SKI,"Sakri Junction",JJP,Jhanjharpur,08:30,09:30,"1h 0m",2,"19 km",SMTWTFS,1,1,1,1,1,1,1,"",0,0,0,0,0,0,0,52518,,
3209,52518,"Laukaha Bazar Sakri Passenger",Pass,?,JJP,Jhanjharpur,SKI,"Sakri Junction",06:10,07:15,"1h 5m",2,"19 km",SMTWTFS,1,1,1,1,1,1,1,"",0,0,0,0,0,0,0,52517,,
3210,52519,"Sakri Laukaha Bazar Passenger",Pass,?,SKI,"Sakri Junction",JJP,Jhanjharpur,17:15,18:15,"1h 0m",2,"19 km",SMTWTFS,1,1,1,1,1,1,1,"",0,0,0,0,0,0,0,52518,,
3211,52520,"Laukaha Bazar Sakri Passenger",Pass,?,JJP,Jhanjharpur,SKI,"Sakri Junction",09:40,10:50,"1h 10m",2,"19 km",SMTWTFS,1,1,1,1,1,1,1,"",0,0,0,0,0,0,0,52521,,
3212,52521,"Sakri Laukaha Bazar Passenger",Pass,?,SKI,"Sakri Junction",JJP,Jhanjharpur,22:30,23:30,"1h 0m",2,"19 km",SMTWTFS,1,1,1,1,1,1,1,"",0,0,0,0,0,0,0,52520,,
3213,52522,"Laukaha Bazar Sakri Passenger",Pass,?,JJP,Jhanjharpur,SKI,"Sakri Junction",15:12,16:15,"1h 3m",2,"19 km",SMTWTFS,1,1,1,1,1,1,1,"",0,0,0,0,0,0,0,52521,,
3214,52523,"Sakri Nirmali Passenger",Pass,ECR,SKI,"Sakri Junction",NMA,Nirmali,02:00,04:30,"2h 30m",6,"51 km",SMTWTFS,1,1,1,1,1,1,1,"",0,0,0,0,0,0,0,52524,,
3215,52524,"Nirmali Sakri Pass",Pass,?,NMA,Nirmali,SKI,"Sakri Junction",05:30,08:10,"2h 40m",6,"51 km",SMTWTFS,1,1,1,1,1,1,1,"",0,0,0,0,0,0,0,52525,,
3216,52525,"Sakri Nirmali Pass",Pass,?,SKI,"Sakri Junction",NMA,Nirmali,06:25,09:10,"2h 45m",6,"51 km",SMTWTFS,1,1,1,1,1,1,1,"",0,0,0,0,0,0,0,52526,,
3217,52526,"Nirmali Sakri Passenger",Pass,?,NMA,Nirmali,SKI,"Sakri Junction",09:35,12:05,"2h 30m",6,"51 km",SMTWTFS,1,1,1,1,1,1,1,"",0,0,0,0,0,0,0,52525,,
3218,52527,"Sakri Nirmali Pass",Pass,?,SKI,"Sakri Junction",NMA,Nirmali,10:00,12:55,"2h 55m",6,"51 km",SMTWTFS,1,1,1,1,1,1,1,"",0,0,0,0,0,0,0,52526,,
3219,52528,"Nirmali Sakri Pass",Pass,?,NMA,Nirmali,SKI,"Sakri Junction",15:10,18:05,"2h 55m",6,"51 km",SMTWTFS,1,1,1,1,1,1,1,"",0,0,0,0,0,0,0,52527,,
3220,52529,"Sakri Nirmali Pass",Pass,?,SKI,"Sakri Junction",NMA,Nirmali,14:30,17:25,"2h 55m",6,"51 km",SMTWTFS,1,1,1,1,1,1,1,"",0,0,0,0,0,0,0,52530,,
3221,52530,"Nirmali Sakri Pass",Pass,?,NMA,Nirmali,SKI,"Sakri Junction",18:15,20:45,"2h 30m",6,"51 km",SMTWTFS,1,1,1,1,1,1,1,"",0,0,0,0,0,0,0,52529,,
3222,52531,"Sakri Nirmali Pass",Pass,?,SKI,"Sakri Junction",NMA,Nirmali,18:30,21:15,"2h 45m",6,"51 km",SMTWTFS,1,1,1,1,1,1,1,"",0,0,0,0,0,0,0,52530,,
3223,52532,"Nirmali Sakri Pass",Pass,?,NMA,Nirmali,SKI,"Sakri Junction",22:00,00:30,"2h 30m",6,"51 km",SMTWTFS,1,1,1,1,1,1,1,"",0,0,0,0,0,0,0,52531,,
3224,52533,"Banmankhi Bihariganj Passenger",Pass,?,BNKI,"Banmankhi Junction",BHGJ,Bihariganj,20:15,22:15,"2h 0m",3,"27 km",SMTWTFS,1,1,1,1,1,1,1,"",0,0,0,0,0,0,0,52534,,
3225,52534,"Bihariganj Banmankhi Passenger",Pass,?,BHGJ,Bihariganj,BNKI,"Banmankhi Junction",11:20,13:20,"2h 0m",5,"27 km",SMTWTFS,1,1,1,1,1,1,1,"",0,0,0,0,0,0,0,52535,,
3226,52535,"Banmankhi Bihariganj Passenger",Pass,?,BNKI,"Banmankhi Junction",BHGJ,Bihariganj,13:40,15:40,"2h 0m",5,"27 km",SMTWTFS,1,1,1,1,1,1,1,"",0,0,0,0,0,0,0,52534,,
3227,52536,"Bihariganj Purnia Passenger",Pass,?,BHGJ,Bihariganj,PRNA,"Purnia Junction",16:00,20:00,"4h 0m",10,"64 km",SMTWTFS,1,1,1,1,1,1,1,"",0,0,0,0,0,0,0,52537,,
3228,52537,"Purnia Bihariganj Passenger",Pass,?,BNKI,"Banmankhi Junction",BHGJ,Bihariganj,13:40,15:40,"2h 0m",5,"27 km",SMTWTFS,1,1,1,1,1,1,1,"",0,0,0,0,0,0,0,52538,,
3229,52538,"Bihariganj Purnia Passenger",Pass,?,BHGJ,Bihariganj,PRNA,"Purnia Junction",06:30,10:20,"3h 50m",6,"63 km",SMTWTFS,1,1,1,1,1,1,1,"",0,0,0,0,0,0,0,52537,,
3230,52540,"Darjeeling Kurseong Toy Train",Pass,?,DJ,Darjeeling,KGN,Kurseong,09:15,11:55,"2h 40m",3,"31 km",SMTWTFS,1,1,1,1,1,1,1,FC,0,0,0,1,0,0,0,52541,,
3231,52541,"Kurseong Darjeeling Toy Train",Pass,?,NJP,"New Jalpaiguri",DJ,Darjeeling,09:00,16:15,"7h 15m",4,"88 km",SMTWTFS,1,1,1,1,1,1,1,"2S FC",0,0,0,1,0,0,1,52540,,
3232,52544,"Darjeeling Kurseong Toy Train",Pass,?,DJ,Darjeeling,KGN,Kurseong,10:15,13:10,"2h 55m",3,"31 km",SMTWTFS,1,1,1,1,1,1,1,FC,0,0,0,1,0,0,0,52545,,
3233,52545,"Kurseong Darjeeling Toy Train",Pass,NFR,KGN,Kurseong,DJ,Darjeeling,15:00,17:50,"2h 50m",3,"31 km",SMTWTFS,1,1,1,1,1,1,1,FC,0,0,0,1,0,0,0,52544,,
3234,52547,"Darjeeling Joyride",Toy,NFR,DJ,Darjeeling,DJRZ,"To Darjeeling",17:49,18:00,"0h 11m",2,"2 km",SMTWTFS,1,1,1,1,1,1,1,FC,0,0,0,1,0,0,0,,,
3235,52548,"Darjeeling Himalayan Toy Train",Toy,NFR,DJ,Darjeeling,DJRZ,"To Darjeeling",12:36,12:50,"0h 14m",2,"2 km",SMTWTFS,1,1,1,1,1,1,1,FC,0,0,0,1,0,0,0,,,
3236,52549,"Darjeeling Himalayan Toy Train",Toy,NFR,DJ,Darjeeling,DJRZ,"To Darjeeling",15:16,15:30,"0h 14m",2,"2 km",SMTWTFS,1,1,1,1,1,1,1,FC,0,0,0,1,0,0,0,,,
3237,52550,"Darjeeling Joyride",Toy,NFR,DJ,Darjeeling,DJRZ,"To Darjeeling",10:10,10:10,"0h 0m",2,"0 km",SMTWTFS,1,1,1,1,1,1,1,FC,0,0,0,1,0,0,0,,,
3238,52551,"Purnia Murliganj Passenger",Pass,?,PRNA,"Purnia Junction",MRIJ,Murliganj,12:00,14:30,"2h 30m",4,"56 km",SMTWTFS,1,1,1,1,1,1,1,"",0,0,0,0,0,0,0,52552,,
3239,52552,"Murliganj-Purnia Passenger",Pass,?,MRIJ,Murliganj,PRNA,"Purnia Junction",15:00,17:30,"2h 30m",4,"56 km",SMTWTFS,1,1,1,1,1,1,1,"",0,0,0,0,0,0,0,52551,,
3240,52553,"Purnia Murliganj Passenger",Pass,?,PRNA,"Purnia Junction",MRIJ,Murliganj,20:30,22:55,"2h 25m",4,"56 km",SMTWTFS,1,1,1,1,1,1,1,"",0,0,0,0,0,0,0,52554,,
3241,52554,"Muraliganj Purnia Passenger",Pass,?,MRIJ,Murliganj,PRNA,"Purnia Junction",04:45,07:00,"2h 15m",4,"56 km",SMTWTFS,1,1,1,1,1,1,1,"",0,0,0,0,0,0,0,52555,,
3242,52555,"Purnia Murliganj Passenger",Pass,ECR,PRNA,"Purnia Junction",MRIJ,Murliganj,18:10,20:35,"2h 25m",8,"56 km",SMTWTFS,1,1,1,1,1,1,1,"",0,0,0,0,0,0,0,52554,,
3243,52556,"Budhma Banmankhi Passenger",Pass,ECR,BDMA,Budhma,BNKI,"Banmankhi Junction",22:10,00:05,"1h 55m",2,"34 km",SMTWTFS,1,1,1,1,1,1,1,"",0,0,0,0,0,0,0,52557,,
3244,52557,"Banmankhi Budhma Passenger",Pass,ECR,BNKI,"Banmankhi Junction",BDMA,Budhma,04:00,05:55,"1h 55m",2,"34 km",SMTWTFS,1,1,1,1,1,1,1,"",0,0,0,0,0,0,0,52558,,
3245,52558,"Budhma Banmankhi Passenger",Pass,ECR,BDMA,Budhma,BNKI,"Banmankhi Junction",06:25,08:20,"1h 55m",2,"34 km",SMTWTFS,1,1,1,1,1,1,1,"",0,0,0,0,0,0,0,52557,,
3246,52563,"Agartala Silchar Passenger",Pass,NFR,AGTL,Agartala,SCL,Silchar,11:30,21:45,"10h 15m",31,"257 km",SMTWTFS,1,1,1,1,1,1,1,CC,0,0,0,0,0,1,0,52564,,
3247,52564,"Silchar Agartala Passenger",Pass,NFR,SCL,Silchar,AGTL,Agartala,10:45,20:00,"9h 15m",29,"257 km",SMTWTFS,1,1,1,1,1,1,1,CC,0,0,0,0,0,1,0,52563,,
3248,52565,"Silchar Jiribam Passenger",Pass,NFR,SCL,Silchar,JRBM,Jiribam,07:30,10:45,"3h 15m",1,"56 km",-M-W-F-,0,1,0,1,0,1,0,"",0,0,0,0,0,0,0,52566,,
3249,52566,"Jiribam Silchar Passenger",Pass,NFR,JRBM,Jiribam,SCL,Silchar,11:45,14:45,"3h 0m",1,"56 km",-M-W-F-,0,1,0,1,0,1,0,"",0,0,0,0,0,0,0,52565,,
3250,52567,"Badarpur Bhairabhi Passenger",Pass,?,BPB,"Badarpur Junction",BHRB,Bhairabi,07:40,12:25,"4h 45m",10,"94 km",SMTWTFS,1,1,1,1,1,1,1,"",0,0,0,0,0,0,0,52568,,
3251,52568,"Bhairabhi Badarpur Passenger",Pass,?,BHRB,Bhairabi,BPB,"Badarpur Junction",13:30,18:30,"5h 0m",10,"94 km",SMTWTFS,1,1,1,1,1,1,1,"",0,0,0,0,0,0,0,52567,,
3252,52569,"Karimganj Dullabcherra Passenger",Pass,?,KXJ,"Karimganj Junction",DLCR,Dullabcherra,16:45,18:55,"2h 10m",8,"51 km",SMTWTFS,1,1,1,1,1,1,1,"",0,0,0,0,0,0,0,52570,,
3253,52570,"Dullabcherra Karimganj Passenger",Pass,?,DLCR,Dullabcherra,KXJ,"Karimganj Junction",05:15,07:35,"2h 20m",8,"51 km",SMTWTFS,1,1,1,1,1,1,1,"",0,0,0,0,0,0,0,52569,,
3254,52571,"Karimganj Dullabcherra Passenger",Pass,NFR,KGN,Kurseong,DJ,Darjeeling,13:35,16:15,"2h 40m",3,"28 km",SMTWTFS,1,1,1,1,1,1,1,"",0,0,0,0,0,0,0,52572,,
3255,52572,"Dullabcherra Karimganj Passenger",Pass,NFR,DLCR,Dullabcherra,KXJ,"Karimganj Junction",13:15,15:40,"2h 25m",8,"51 km",SMTWTFS,1,1,1,1,1,1,1,"",0,0,0,0,0,0,0,52571,,
3256,52575,"Agartala Dharmanagar Passenger",Pass,NFR,AGTL,Agartala,DMR,Dharmanagar,16:00,20:00,"4h 0m",10,"141 km",SMTWTFS,1,1,1,1,1,1,1,CC,0,0,0,0,0,1,0,52576,,
3257,52576,"Dharmanagar Agartala Passenger",Pass,NFR,DMR,Dharmanagar,AGTL,Agartala,06:20,10:30,"4h 10m",10,"141 km",SMTWTFS,1,1,1,1,1,1,1,CC,0,0,0,0,0,1,0,52575,,
3258,52577,"Dharmanagar Silchar Passenger",Pass,NFR,DMR,Dharmanagar,SCL,Silchar,07:30,12:10,"4h 40m",4,"116 km",SMTWTFS,1,1,1,1,1,1,1,"",0,0,0,0,0,0,0,52578,,
3259,52578,"Silchar Dharmanagar Passenger",Pass,NFR,SCL,Silchar,DMR,Dharmanagar,17:00,20:55,"3h 55m",4,"116 km",SMTWTFS,1,1,1,1,1,1,1,"",0,0,0,0,0,0,0,52577,,
3260,52579,"Agartala Dharmanagar Passenger",Pass,NFR,AGTL,Agartala,DMR,Dharmanagar,06:45,10:40,"3h 55m",10,"141 km",SMTWTFS,1,1,1,1,1,1,1,CC,0,0,0,0,0,1,0,52580,,
3261,52580,"Dharmanagar Agartala Passenger",Pass,NFR,DMR,Dharmanagar,AGTL,Agartala,11:10,15:30,"4h 20m",10,"141 km",SMTWTFS,1,1,1,1,1,1,1,CC,0,0,0,0,0,1,0,52579,,
3262,52901,"Mahesana Ahmedabad Passenger",Pass,WR,MSH,"Mahesana Junction",ADI,"Ahmedabad Junction",19:30,22:20,"2h 50m",15,"67 km",SMTWTFS,1,1,1,1,1,1,1,"",0,0,0,0,0,0,0,52902,,
3263,52902,"Ahmedabad Mahesana Passenger",Pass,WR,ADI,"Ahmedabad Junction",MSH,"Mahesana Junction",20:35,22:45,"2h 10m",9,"69 km",SMTWTFS,1,1,1,1,1,1,1,"",0,0,0,0,0,0,0,52901,,
3264,52903,"Mahesana Ahmedabad Passenger",Pass,WR,MSH,"Mahesana Junction",ADI,"Ahmedabad Junction",05:20,07:50,"2h 30m",15,"69 km",SMTWTFS,1,1,1,1,1,1,1,"",0,0,0,0,0,0,0,52904,,
3265,52904,"Ahmedabad Mahesana Passenger",Pass,WR,ADI,"Ahmedabad Junction",MSH,"Mahesana Junction",19:00,21:40,"2h 40m",14,"69 km",SMTWTFS,1,1,1,1,1,1,1,"",0,0,0,0,0,0,0,52903,,
3266,52905,"Mahesana Ahmedabad Passenger",Pass,WR,MSH,"Mahesana Junction",ADI,"Ahmedabad Junction",06:15,08:55,"2h 40m",15,"69 km",SMTWTFS,1,1,1,1,1,1,1,"",0,0,0,0,0,0,0,52906,,
3267,52906,"Ahmedabad Mahesana Passenger",Pass,WR,ADI,"Ahmedabad Junction",MSH,"Mahesana Junction",13:55,16:45,"2h 50m",15,"69 km",SMTWTFS,1,1,1,1,1,1,1,"",0,0,0,0,0,0,0,52905,,
3268,52907,"Mahesana Ahmedabad Passenger",Pass,WR,MSH,"Mahesana Junction",ADI,"Ahmedabad Junction",12:10,14:55,"2h 45m",15,"69 km",SMTWTFS,1,1,1,1,1,1,1,"",0,0,0,0,0,0,0,52906,,
3269,52908,"Ahmedabad Mahesana Passenger",Pass,WR,ADI,"Ahmedabad Junction",MSH,"Mahesana Junction",11:20,14:00,"2h 40m",15,"69 km",SMTWTFS,1,1,1,1,1,1,1,"",0,0,0,0,0,0,0,52907,,
3270,52909,"Mahesana Ahmedabad Passenger",Pass,WR,MSH,"Mahesana Junction",ADI,"Ahmedabad Junction",14:30,17:05,"2h 35m",14,"69 km",SMTWTFS,1,1,1,1,1,1,1,"",0,0,0,0,0,0,0,52908,,
3271,52910,"Ahmedabad Mahesana Fast Passenger",Pass,WR,ADI,"Ahmedabad Junction",MSH,"Mahesana Junction",04:55,07:40,"2h 45m",14,"69 km",SMTWTFS,1,1,1,1,1,1,1,"",0,0,0,0,0,0,0,52909,,
3272,52911,"Ranuj Ahmedabad Fast Passenger",Pass,WR,RUJ,Ranuj,ADI,"Ahmedabad Junction",06:15,10:30,"4h 15m",14,"129 km",SMTWTFS,1,1,1,1,1,1,1,"",0,0,0,0,0,0,0,52912,,
3273,52912,"Ahmedabad Ranuj Fast Passenger",Pass,WR,ADI,"Ahmedabad Junction",RUJ,Ranuj,17:35,21:30,"3h 55m",14,"129 km",SMTWTFS,1,1,1,1,1,1,1,"",0,0,0,0,0,0,0,52911,,
3274,52913,"Patan Ahmedabad Passenger",Pass,WR,RUJ,Ranuj,ADI,"Ahmedabad Junction",12:25,17:25,"5h 0m",20,"125 km",SMTWTFS,1,1,1,1,1,1,1,"",0,0,0,0,0,0,0,52912,,
3275,52914,"Ahmedabad Ranuj Passenger",Pass,WR,ADI,"Ahmedabad Junction",RUJ,Ranuj,06:55,11:45,"4h 50m",20,"125 km",SMTWTFS,1,1,1,1,1,1,1,"",0,0,0,0,0,0,0,52913,,
3276,52915,"Nandol Dehegam Ahmedabad Passenger",Pass,WR,NHM,"Nandol Dehegam",ADI,"Ahmedabad Junction",13:50,15:10,"1h 20m",6,"73 km",SMTWTFS,1,1,1,1,1,1,1,"",0,0,0,0,0,0,0,52916,,
3277,52916,"Ahmedabad Nandol Dehegam Passenger",Pass,WR,ADI,"Ahmedabad Junction",NHM,"Nandol Dehegam",11:50,13:20,"1h 30m",6,"73 km",SMTWTFS,1,1,1,1,1,1,1,"",0,0,0,0,0,0,0,52917,,
3278,52917,"Nandol Dehegam Ahmedabad Passenger",Pass,WR,NHM,"Nandol Dehegam",ADI,"Ahmedabad Junction",05:30,06:50,"1h 20m",6,"73 km",SMTWTFS,1,1,1,1,1,1,1,"",0,0,0,0,0,0,0,52918,,
3279,52918,"Ahmedabad Nandol Dehegam Passenger",Pass,WR,ADI,"Ahmedabad Junction",NHM,"Nandol Dehegam",21:20,22:40,"1h 20m",6,"73 km",SMTWTFS,1,1,1,1,1,1,1,"",0,0,0,0,0,0,0,52917,,
3280,52919,"Himmatnagar Ahmedabad Passenger",Pass,WR,HMT,Himmatnagar,ADI,"Ahmedabad Junction",13:50,17:15,"3h 25m",15,"133 km",SMTWTFS,1,1,1,1,1,1,1,"",0,0,0,0,0,0,0,52920,,
3281,52920,"Ahmedabad Himmatnagar Passenger",Pass,WR,ADI,"Ahmedabad Junction",HMT,Himmatnagar,08:50,12:30,"3h 40m",15,"133 km",SMTWTFS,1,1,1,1,1,1,1,"",0,0,0,0,0,0,0,52921,,
3282,52921,"Himmatnagar Ahmedabad Passenger",Pass,WR,HMT,Himmatnagar,ADI,"Ahmedabad Junction",06:00,09:30,"3h 30m",15,"133 km",SMTWTFS,1,1,1,1,1,1,1,"",0,0,0,0,0,0,0,52920,,
3283,52922,"Ahmedabad Himmatnagar Pass",Pass,WR,ADI,"Ahmedabad Junction",HMT,Himmatnagar,18:35,21:55,"3h 20m",15,"133 km",SMTWTFS,1,1,1,1,1,1,1,"",0,0,0,0,0,0,0,52921,,
3284,52923,"Khed Brahma Ahmedabad Passenger",Pass,WR,KDBM,"Khed Brahma",ADI,"Ahmedabad Junction",15:05,20:45,"5h 40m",21,"188 km",SMTWTFS,1,1,1,1,1,1,1,"",0,0,0,0,0,0,0,52924,,
3285,52924,"Ahmedabad Khed Brahma Passenger",Pass,WR,ADI,"Ahmedabad Junction",KDBM,"Khed Brahma",08:10,13:35,"5h 25m",21,"188 km",SMTWTFS,1,1,1,1,1,1,1,"",0,0,0,0,0,0,0,52925,,
3286,52925,"Khed Brahma Ahmedabad Passenger",Pass,WR,KDBM,"Khed Brahma",ADI,"Ahmedabad Junction",06:40,12:30,"5h 50m",21,"188 km",SMTWTFS,1,1,1,1,1,1,1,"",0,0,0,0,0,0,0,52926,,
3287,52926,"Ahmedabad Khed Brahma Passenger",Pass,WR,ADI,"Ahmedabad Junction",KDBM,"Khed Brahma",15:50,21:20,"5h 30m",21,"188 km",SMTWTFS,1,1,1,1,1,1,1,"",0,0,0,0,0,0,0,52925,,
3288,52927,"Udaipur Ahmedabad Fast Passenger",Pass,WR,UDZ,"Udaipur City",ADI,"Ahmedabad Junction",09:35,21:05,"11h 30m",26,"298 km",SMTWTFS,1,1,1,1,1,1,1,SL,0,0,0,0,1,0,0,52928,,
3289,52928,"Mewar Fast Passenger",Pass,WR,ADI,"Ahmedabad Junction",UDZ,"Udaipur City",07:10,17:45,"10h 35m",27,"298 km",SMTWTFS,1,1,1,1,1,1,1,"",0,0,0,0,0,0,0,52927,,
3290,52929,"Veraval Dhasa Passenger",Pass,WR,VRL,Veraval,DAS,"Dhasa Junction",09:45,16:45,"7h 0m",15,"190 km",SMTWTFS,1,1,1,1,1,1,1,"",0,0,0,0,0,0,0,52930,,
3291,52930,"Dhasa Veraval Passenger",Pass,WR,DAS,"Dhasa Junction",VRL,Veraval,12:05,18:00,"5h 55m",15,"190 km",SMTWTFS,1,1,1,1,1,1,1,"",0,0,0,0,0,0,0,52929,,
3292,52931,"Jetalsar Dhasa Passenger",Pass,WR,JLR,"Jetalsar Junction",DAS,"Dhasa Junction",07:25,10:00,"2h 35m",9,"105 km",SMTWTFS,1,1,1,1,1,1,1,"",0,0,0,0,0,0,0,52932,,
3293,52932,"Dhasa Jetalsar Passenger",Pass,WR,DAS,"Dhasa Junction",JLR,"Jetalsar Junction",17:30,19:55,"2h 25m",9,"105 km",SMTWTFS,1,1,1,1,1,1,1,"",0,0,0,0,0,0,0,52931,,
3294,52933,"Veraval Dhasa Passenger",Pass,WR,VRL,Veraval,DAS,"Dhasa Junction",13:55,20:20,"6h 25m",15,"190 km",SMTWTFS,1,1,1,1,1,1,1,"",0,0,0,0,0,0,0,,,
3295,52935,"Ahmedabad Botad Passenger",Pass,WR,GG,Gandhigram,BTD,"Botad Junction",16:00,20:20,"4h 20m",18,"155 km",SMTWTFS,1,1,1,1,1,1,1,"",0,0,0,0,0,0,0,52934,,
3296,52936,"Ujjain Fatehabad Passenger",Pass,WR,UJN,"Ujjain Junction",FTD,"Fatehabad Chowk Junction",10:55,11:35,"0h 40m",2,"23 km",SMTWTFS,1,1,1,1,1,1,1,"",0,0,0,0,0,0,0,52937,,
3297,52937,"Fatehabad Chowk Ujjain Passenger",Pass,WR,FTD,"Fatehabad Chowk Junction",UJN,"Ujjain Junction",11:55,12:35,"0h 40m",2,"23 km",SMTWTFS,1,1,1,1,1,1,1,"",0,0,0,0,0,0,0,52936,,
3298,52938,"Botad Ahmedabad Passenger",Pass,WR,BTD,"Botad Junction",GG,Gandhigram,17:05,20:55,"3h 50m",9,"155 km",SMTWTFS,1,1,1,1,1,1,1,"",0,0,0,0,0,0,0,52939,,
3299,52939,"Gandhigram Botad Passenger",Pass,WR,GG,Gandhigram,BTD,"Botad Junction",07:15,11:10,"3h 55m",9,"155 km",SMTWTFS,1,1,1,1,1,1,1,"",0,0,0,0,0,0,0,52940,,
3300,52941,"Ahmedabad Botad Passenger",Pass,WR,GG,Gandhigram,BTD,"Botad Junction",09:00,13:10,"4h 10m",17,"155 km",SMTWTFS,1,1,1,1,1,1,1,"",0,0,0,0,0,0,0,52942,,
3301,52942,"Botad Ahmedabad Passenger",Pass,WR,BTD,"Botad Junction",GG,Gandhigram,07:15,10:45,"3h 30m",9,"155 km",SMTWTFS,1,1,1,1,1,1,1,"",0,0,0,0,0,0,0,52943,,
3302,52943,"Ahmedabad Botad Passenger",Pass,WR,GG,Gandhigram,BTD,"Botad Junction",17:45,21:05,"3h 20m",9,"155 km",SMTWTFS,1,1,1,1,1,1,1,"",0,0,0,0,0,0,0,52944,,
3303,52944,"Botad Ahmedabad Passenger",Pass,WR,BTD,"Botad Junction",GG,Gandhigram,04:55,08:40,"3h 45m",13,"155 km",SMTWTFS,1,1,1,1,1,1,1,"",0,0,0,0,0,0,0,52943,,
3304,52945,"Ahmedabad Botad Passenger",Pass,WR,GG,Gandhigram,BTD,"Botad Junction",19:15,22:50,"3h 35m",11,"155 km",SMTWTFS,1,1,1,1,1,1,1,"",0,0,0,0,0,0,0,52944,,
3305,52946,"Dhasa Veraval Passenger",Pass,WR,DAS,"Dhasa Junction",VRL,Veraval,07:35,13:25,"5h 50m",15,"190 km",SMTWTFS,1,1,1,1,1,1,1,"",0,0,0,0,0,0,0,,,
3306,52947,"Wansjaliya Dhassa Passenger",Pass,WR,JLR,"Jetalsar Junction",DAS,"Dhasa Junction",20:15,22:35,"2h 20m",9,"105 km",SMTWTFS,1,1,1,1,1,1,1,"",0,0,0,0,0,0,0,52948,,
