id,code,name,address,state,zone
356,AVRD,"Aravali Road","Kochi - Panavel Rd, Maharashtra",Maharashtra,KR
357,AVS,Auvaneeswaram,"Avaneeswaram Pathanapuram Rd, Kerala",Kerala,SR
358,AVT,Avati,"Avati, Karnataka",Karnataka,SWR
359,AWB,Aurangabad,"Aurangabad, Maharashtra",Maharashtra,SCR
360,AWG,"Awa Garh","Awagarh, Uttar Pradesh","Uttar Pradesh",NCR
361,AWH,Alewahi,"Palasgaon, Maharashtra",Maharashtra,SECR
362,AWL,Alawalpur,"Jalandhar, Punjab",Punjab,NR
363,AWM,Aswapuram,"Sarapaka, Andhra Pradesh","Andhra Pradesh",SCR
364,AWP,Aghwanpur,"Moradabad, Uttar Pradesh","Uttar Pradesh",NR
365,AWPR,Awapur,"State Highway 54, Bihar",Bihar,ECR
366,AWR,Alwar,"Alwar, Rajasthan",Rajasthan,NWR
367,AWS,Awasani,"Bagaha, Bihar",Bihar,ECR
368,AWT,"Alwar Tirunagri","Thoothukudi, Tamil Nadu","Tamil Nadu",SR
369,AWY,Aluva,"Ph: 0484-2624141, Kerala",Kerala,SR
370,AXA,Amarsar,"Rajkot, Gujarat",Gujarat,WR
371,AXK,Asokhar,"State Highway 19, Madhya Pradesh","Madhya Pradesh",NCR
372,AXR,"Alluru Road","National Highway 5, Andhra Pradesh","Andhra Pradesh",SCR
373,AY,Ayodhya,"Ayodhya, Uttar Pradesh","Uttar Pradesh",NR
374,AYB,Aliyabad,"Bijapur, Karnataka",Karnataka,SWR
375,AYI,Ayingudi,"Peravurani - Aranthangi Rd, Tamil Nadu","Tamil Nadu",SR
376,AYM,Adiyakkamangalam,"Thiruvarur, Tamil Nadu","Tamil Nadu",SR
377,AYN,Aiyanapuram,"Chinnakankeyampatti, Tamil Nadu","Tamil Nadu",SR
378,AYR,Ayyalur,"Dindigul, Tamil Nadu","Tamil Nadu",SR
379,AYRN,"Akshaywat Rai Nagar","Vaishali, Bihar",Bihar,ECR
380,AYU,"Abhayapuri Asam","Abhayapuri, Assam",Assam,NFR
381,AZ,"Azimganj Junction","Police Station Rd, West Bengal","West Bengal",ER
382,AZA,Azara,"Guwahati, Assam",Assam,NFR
383,AZP,Ayyampet,"Ayyampet, Tamil Nadu","Tamil Nadu",SR
384,AZR,"Azamnagar Road","Azamnagar, Bihar",Bihar,NFR
385,BA,Bandra,"Mumbai, Maharashtra",Maharashtra,WR
386,BAA,Barala,"Murshidabad District, West Bengal","West Bengal",ER
387,BAAR,"Bandar P.H.","Haldia, West Bengal","West Bengal",?
388,BAB,Babina,"Babina, Uttar Pradesh","Uttar Pradesh",NCR
389,BABR,Balanagar,"Mahabubnagar, Andhra Pradesh","Andhra Pradesh",SCR
390,BAD,Bad,"Baad, Uttar Pradesh","Uttar Pradesh",NCR
391,BADK,Barka,"State Highway 57, Uttar Pradesh","Uttar Pradesh",NR
392,BADR,Bhader,"Amreli, Gujarat",Gujarat,WR
393,BAE,Baliakheri,"Saharanpur, Uttar Pradesh","Uttar Pradesh",NR
394,BAF,Bap,"Jodhpur, Rajasthan",Rajasthan,?
395,BAGA,Bhagega,"State Highway 37B, Rajasthan",Rajasthan,NWR
396,BAGL,Baragopal,"SH 46, Bihar",Bihar,ECR
397,BAH,Bhabhar,"SH 72, Gujarat",Gujarat,WR
398,BAHI,Balenahalli,"State Highway 48, Karnataka",Karnataka,SWR
399,BAHN,"Babhabgaon Halt","Babhabgaon, West Bengal","West Bengal",NFR
400,BAHP,"Band Hamirpur","State Highway 38, Uttar Pradesh","Uttar Pradesh",NR
401,BAHW,"Bahir Khanda","State Highway 2, West Bengal","West Bengal",ER
402,BAI,Bassi,"Jaipur, Rajasthan",Rajasthan,NWR
403,BAJ,Bhalej,"Bhalej, Gujarat",Gujarat,WR
404,BAJE,"Bajakare Halt","Panja Kadaba Rd, Karnataka",Karnataka,SWR
405,BAJN,Bajana,"State Highway 19, Gujarat",Gujarat,WR
406,BAK,"Bhan Kari","Dausa, Rajasthan",Rajasthan,NWR
407,BAKA,Banka,"Banka, Bihar",Bihar,?
408,BAKL,Bakal,"Rajnandgaon, Chhattisgarh",Chhattisgarh,SECR
409,BAKT,"Barhara Kothi","Purnia, Bihar",Bihar,ECR
410,BAL,Budalur,"SH 99, Tamil Nadu","Tamil Nadu",SR
411,BALE,Bale,"Solapur, Maharashtra",Maharashtra,CR
412,BALI,Bhaili,"Vadodara, Gujarat",Gujarat,WR
413,BALR,Baitalpur,"Deoria, Uttar Pradesh","Uttar Pradesh",NER
414,BALU,Balugaon,"Balugaon, Orissa",Orissa,ECoR
415,BAM,Brahmapur,"Berhampur, Orissa",Orissa,ECoR
416,BAMA,Birambad,"Dumariya, Rajasthan",Rajasthan,NCR
417,BAMR,Bamur,"Bamur, Orissa",Orissa,ECoR
418,BAND,Banaswadi,"Bengaluru, Karnataka",Karnataka,SWR
419,BANE,Basni,"Jodhpur, Rajasthan",Rajasthan,NWR
420,BANI,Bani,"Jais, Uttar Pradesh","Uttar Pradesh",NR
421,BANL,Bhatangli,"MSH3, Maharashtra",Maharashtra,?
422,BANO,Bano,"Dist. Gumla, Jharkhand",Jharkhand,SER
423,BAO,Banmor,"Gwalior, Madhya Pradesh","Madhya Pradesh",NCR
424,BAOL,Baoli,"Bagpat, Uttar Pradesh","Uttar Pradesh",NR
425,BAP,Belapur,"Shrirampur, Maharashtra",Maharashtra,CR
426,BAPN,"Baraipura Halt","Baraipura, Bihar",Bihar,ECR
427,BAPR,Ballupur,"MDR 45W, Uttar Pradesh","Uttar Pradesh",NER
428,BAQ,"Ganj Basoda","Vidisha, Madhya Pradesh","Madhya Pradesh",WCR
429,BAR,Bar,"Haripur, Rajasthan",Rajasthan,NWR
430,BARD,"Duvri Kalan","State Highway 9, Madhya Pradesh","Madhya Pradesh",WCR
431,BARH,Barh,"Barh, Bihar",Bihar,ECR
432,BARI,Bari,"Bari, Rajasthan",Rajasthan,NCR
433,BARJ,Bharatgarh,"National Highway 21, Punjab",Punjab,NR
434,BARL,Baral,"State Highway 18, Uttar Pradesh","Uttar Pradesh",NR
435,BARN,"Baranagar Road","Kolkata, West Bengal","West Bengal",ER
436,BARU,Baharu,"Baharu, West Bengal","West Bengal",ER
437,BASA,Banosa,"Daryapur, Maharashtra",Maharashtra,CR
438,BASN,Bhainswan,"Gohana, Haryana",Haryana,NR
439,BAT,"Batala Junction","Batala, Punjab",Punjab,NR
440,BATL,Baihatola,"Boridand, Madhya Pradesh","Madhya Pradesh",SECR
441,BATS,Bhatsar,"Brahmanwada, Gujarat",Gujarat,WR
442,BAU,Burhanpur,"Burhanpur, Madhya Pradesh","Madhya Pradesh",CR
443,BAV,Baruva,"Srikakulam, Andhra Pradesh","Andhra Pradesh",ECoR
444,BAW,"Chik Banavar","Bengaluru, Karnataka",Karnataka,SWR
445,BAWA,Balwara,"State Highway 38, Rajasthan",Rajasthan,NWR
446,BAY,"Bellary Junction","Bellary, Karnataka",Karnataka,SWR
447,BAYD,Beyad,"Sabarkantha, Gujarat",Gujarat,WR
448,BAZ,Baran,"Baran, Rajasthan",Rajasthan,WCR
449,BBA,Babrala,"Babrala, Uttar Pradesh","Uttar Pradesh",NR
450,BBAE,Baidyabati,"Baidyabati, West Bengal","West Bengal",ER
451,BBAI,Bhadbhunja,"National Highway 6, Gujarat",Gujarat,WR
452,BBAR,Bara,"Mahroi, Madhya Pradesh","Madhya Pradesh",WCR
453,BBC,Bhachhbar,"State Highway 40, Rajasthan",Rajasthan,NWR
454,BBD,Bablad,"Gulburga, Karnataka",Karnataka,CR
455,BBDB,"Benoy Badal Dinesh Gardens","Benoy Badal Din, West Bengal","West Bengal",ER
456,BBDE,Babarpur,"Baberpur Mandi, Haryana",Haryana,NR
457,BBE,"Baghi Bardiha","Baghi Bardiha, Bihar",Bihar,ECR
458,BBGN,"Barua Bamungaon","Barua Bamungaon, Assam",Assam,NFR
459,BBHT,"Barabar Halt","Vanavar Halt, Bihar",Bihar,?
460,BBJ,Babaganj,"Babaganj, Uttar Pradesh","Uttar Pradesh",NER
461,BBK,"Barabanki Junction","Barabanki, Uttar Pradesh","Uttar Pradesh",NR
462,BBKR,"Baba Bakalaraya","Beas, Punjab",Punjab,NR
463,BBL,Balrai,"Agra, Uttar Pradesh","Uttar Pradesh",NCR
464,BBLA,"Bhyabla Halt","Basirhat, West Bengal","West Bengal",ER
465,BBLK,"B L Daspuri","B L Daspuri, Uttar Pradesh","Uttar Pradesh",NCR
466,BBM,Barabhum,"Balarampur, West Bengal","West Bengal",SER
467,BBMN,"Bari Brahman","Bari Brahmana, Jammu and Kashmir","Jammu and Kashmir",NR
468,BBN,Barbil,"Kiriburu, Odisha",Odisha,SER
469,BBO,Babugarh,"Ghaziabad, Uttar Pradesh","Uttar Pradesh",NR
470,BBPM,Balabhadrapuram,"Balabhadhrapuram, Andhra Pradesh","Andhra Pradesh",SCR
471,BBPR,Babupur,"Mahmudabad, Uttar Pradesh","Uttar Pradesh",NER
472,BBQ,"Basin Bridge Junction","Chennai, Tamil Nadu","Tamil Nadu",SR
473,BBR,"Bagh Bazar","Kolkata, West Bengal","West Bengal",ER
474,BBS,Bhubaneswar,"Bhubaneswar, Orissa",Orissa,ECoR
475,BBT,Birati,"Kolkata, West Bengal","West Bengal",ER
476,BBTR,Barbatpur,"Betul, Madhya Pradesh","Madhya Pradesh",CR
477,BBU,"Bhabua Road","06187-222222, Bihar",Bihar,ECR
478,BBV,Babhulgaon,"State Highway 161, Maharashtra",Maharashtra,CR
479,BBW,Bodarwar,"State Highway 64, Uttar Pradesh","Uttar Pradesh",NER
480,BBY,Bhadroli,"Gwalior, Madhya Pradesh","Madhya Pradesh",NCR
481,BC,"Bareilly City","Bareilly, Uttar Pradesh","Uttar Pradesh",NER
482,BCA,"Bachwara Junction","Begusarai, Bihar",Bihar,ECR
483,BCB,"Bhowra Junction","KUSTORE, Jharkhand",Jharkhand,SER
484,BCD,"Bansdih Road","State Highway 1B, Bihar",Bihar,NER
485,BCF,Bankapasi,"Bankapasi, West Bengal","West Bengal",ER
486,BCGM,Bainchigram,"Bainchigram, West Bengal","West Bengal",ER
487,BCH,Berchha,"Shajapur, Madhya Pradesh","Madhya Pradesh",WR
488,BCHL,Bacheli,"Dhurli-Basenpur Rd, Chhattisgarh",Chhattisgarh,ECoR
489,BCHN,"Bochasan Junction","Anand, Gujarat",Gujarat,WR
490,BCHR,Bachar,"Palej, Gujarat",Gujarat,WR
491,BCJ,Bagahabishunpur,"Bagahabishunpur, Bihar",Bihar,ECR
492,BCK,Balichak,"Kharagpur, West Bengal","West Bengal",SER
493,BCM,Buranpudi,"Supaul, Bihar",Bihar,ECR
494,BCN,Bachhrawan,"Lucknow, Uttar Pradesh","Uttar Pradesh",NR
495,BCOB,"Bhachau Bg","Bhachau, Gujarat",Gujarat,WR
496,BCP,Bichpuri,"Agra District, Uttar Pradesh","Uttar Pradesh",NCR
497,BCQ,Barachak,"Barachak Station, West Bengal","West Bengal",ER
498,BCRD,"Barchi Road","State Highway 26, Madhya Pradesh","Madhya Pradesh",CR
499,BCT,"Mumbai Central","Mumbai, Maharashtra",Maharashtra,WR
500,BCU,Bhuchchu,"Bhucho Mandi, Punjab",Punjab,NR
501,BCY,"Varanasi City","Varanasi, Uttar Pradesh","Uttar Pradesh",NER
502,BD,"Badnera Junction","Badnera, Maharashtra",Maharashtra,CR
503,BDAG,Bonidanga,"Barharwa, Jharkhand",Jharkhand,ER
504,BDBA,"Badabandha Road","Badabandha, Orissa",Orissa,ECoR
505,BDBG,"Badhai Balamgarh Halt","Badhai Balamgarh, Punjab",Punjab,NR
506,BDBP,Basudebpur,"Basudebpur, Bihar",Bihar,ER
507,BDBS,Bindubasini,"Barharwa, Jharkhand",Jharkhand,ER
508,BDC,"Bandel Junction","Grand Trunk Rd, West Bengal","West Bengal",ER
509,BDCR,"Bhadrachalam Road","Kottagudem, Andhra Pradesh","Andhra Pradesh",SCR
510,BDDR,Badodar,"National Highway 8D, Gujarat",Gujarat,WR
511,BDE,Bodeli,"Vadodara, Gujarat",Gujarat,WR
512,BDGP,Badanaguppe,"SH 57, Karnataka",Karnataka,SWR
513,BDH,Bhedia,"Bhedia, West Bengal","West Bengal",ER
514,BDHA,Badhada,"Badhada, Gujarat",Gujarat,WR
515,BDHL,Badhal,"Kishangarh Renwal, Rajasthan",Rajasthan,NWR
516,BDHN,Bodhan,"Bodhan, Andhra Pradesh","Andhra Pradesh",SCR
517,BDHP,Bhudpur,"State Highway 57, Uttar Pradesh","Uttar Pradesh",NR
518,BDHT,"Bardi Halt","State Highway 19, Madhya Pradesh","Madhya Pradesh",SECR
519,BDHY,Budhi,"Kathua, Jammu and Kashmir","Jammu and Kashmir",NR
520,BDI,Bhadli,"National Highway 6, Maharashtra",Maharashtra,CR
521,BDIN,Bhadaiyan,"National Highway 56, Uttar Pradesh","Uttar Pradesh",NR
522,BDJ,Vadakara,"Calicut, Kerala",Kerala,SR
523,BDKE,Bhadsivni,"Bhadsivni, Maharashtra",Maharashtra,CR
524,BDKN,"Bandhua Kalan","National Highway 56, Uttar Pradesh","Uttar Pradesh",NR
525,BDKT,Badakhandita,"State Highway 12, Orissa",Orissa,ECoR
526,BDL,Vindhyachal,"Mirzapur, Uttar Pradesh","Uttar Pradesh",NCR
527,BDM,Badami,"Bagalkot, Karnataka",Karnataka,SWR
528,BDMA,Budhma,"National Highway 107, Bihar",Bihar,ECR
529,BDME,"Baidyanathdham Deoghar","Deoghar, Jharkhand",Jharkhand,ER
530,BDMJ,"Bhodwal Majri","Railway Rd, Haryana",Haryana,NR
531,BDN,Bhadan,"Agra, Uttar Pradesh","Uttar Pradesh",NCR
532,BDNP,Bidanpur,"National Highway 2, Uttar Pradesh","Uttar Pradesh",NCR
533,BDO,"Bahalda Road","Mayurbhanj, Orissa",Orissa,SER
534,BDPA,"Badalpur Ph","State Highway 4, West Bengal","West Bengal",?
535,BDPG,"Bada Padagaon","Cuttack, Orissa",Orissa,ECoR
536,BDPK,Burhapanka,"Orissa, Orissa",Orissa,ECoR
537,BDPL,Bandarupalle,"Bandarupalle Guntur, Andhra Pradesh","Andhra Pradesh",SCR
538,BDRL,Byadarahalli,"State Highway 17, Karnataka",Karnataka,SWR
539,BDRN,Bhadran,"Borsad, Gujarat",Gujarat,WR
540,BDSW,Budhsinghwala,"Hanumangarh, Rajasthan",Rajasthan,NWR
541,BDT,"Bordubi Road","Madhubon to Naoholia Rd, Assam",Assam,NFR
542,BDTS,"Mumbai Bandra Terminus","Mumbai, Maharashtra",Maharashtra,WR
543,BDU,Badnapur,"Jalna, Maharashtra",Maharashtra,SCR
544,BDV,Badanavalu,"Nanjungudu-Chamarajanagara Rd, Karnataka",Karnataka,SWR
545,BDVL,Budvel,"Hyderabad, Andhra Pradesh","Andhra Pradesh",SCR
546,BDVT,Bhadravati,"Bhadravati, Karnataka",Karnataka,SWR
547,BDW,Bandanwara,"Bandanwara, Rajasthan",Rajasthan,NWR
548,BDWA,"Bandhwa Para","National Highway 78, Madhya Pradesh","Madhya Pradesh",SECR
549,BDWD,Bodwad,"Bodwad, Maharashtra",Maharashtra,CR
550,BDWL,Biradhwal,"National Highway 15, Rajasthan",Rajasthan,NWR
551,BDWS,Badarwas,"Badarwas, Madhya Pradesh","Madhya Pradesh",WCR
552,BDXT,"Basai Dhankot","Gurgaon, Haryana",Haryana,NR
553,BDXX,"Bade Arapur","Bade Arapur, Chhattisgarh",Chhattisgarh,ECoR
554,BDY,Buddireddippati,"Dharmapuri Main Rd, Tamil Nadu","Tamil Nadu",SR
555,BDYP,Bidyadharpur,"Bidyadharpur, West Bengal","West Bengal",ER
556,BDZ,Badkulla,"State Highway 11, West Bengal","West Bengal",ER
557,BE,Bareilly,"Bareilly, Uttar Pradesh","Uttar Pradesh",NR
558,BEA,Bihiya,"Behea, Bihar",Bihar,ECR
559,BEAS,Beas,"Beas, Punjab",Punjab,NR
560,BEB,Beldanga,"Beldanga, West Bengal","West Bengal",ER
561,BED,Baseri,"Baseri, Uttar Pradesh","Uttar Pradesh",NCR
562,BEDM,Bedham,"State Highway 14, Rajasthan",Rajasthan,NCR
563,BEE,Bebejia,"National Highway 37, Assam",Assam,NFR
564,BEF,Bhupdeopur,"Raigarh, Chhattisgarh",Chhattisgarh,SECR
565,BEG,Behtagokul,"Behtagokul, Uttar Pradesh","Uttar Pradesh",NR
566,BEH,Bagdihi,"State Highway 24, Orissa",Orissa,SER
567,BEHR,Beohari,"Beohari, Madhya Pradesh","Madhya Pradesh",WCR
568,BEHS,"Bihar Sharif","06112-222306, Bihar",Bihar,ECR
569,BEJ,Beniganj,"Sitapur, Uttar Pradesh","Uttar Pradesh",NR
570,BEK,Bundki,"Nagina, Uttar Pradesh","Uttar Pradesh",NR
571,BELA,Bela,"Gaya, Bihar",Bihar,ECR
572,BELD,Belkhera,"State Highway 22, Madhya Pradesh","Madhya Pradesh",WCR
573,BEM,Budaun,"Badaun, Uttar Pradesh","Uttar Pradesh",NER
574,BEML,"BEML Nagar","KGF, Karnataka",Karnataka,SWR
575,BENL,Benl,"Dam Inspection Rd, Karnataka",Karnataka,SWR
576,BEO,Birohe,"National Highway 76, Uttar Pradesh","Uttar Pradesh",NCR
577,BEP,Bheerpur,"NH 76, Uttar Pradesh","Uttar Pradesh",NCR
578,BEQ,Belur,"Howrah, West Bengal","West Bengal",ER
579,BER,Beawar,"Beawar, Rajasthan",Rajasthan,NWR
580,BERO,Bero,"Purulia, West Bengal","West Bengal",SER
581,BET,Bareth,"State Highway 19, Madhya Pradesh","Madhya Pradesh",WCR
582,BETI,Bhetasi,,,WR
583,BEU,Bisheshwarganj,"Bisheshwarganj, Uttar Pradesh","Uttar Pradesh",NER
584,BEW,Betavad,"State Highway 6, Maharashtra",Maharashtra,WR
585,BEY,"Bugganipalli Cement Nagar","Kurnool, Andhra Pradesh","Andhra Pradesh",SCR
586,BF,Bagetar,"North Cachar Hills, Assam",Assam,NFR
587,BFD,Borhat,"Nahar Rd, Assam",Assam,NFR
588,BFE,"Bahawal Basi","National Highway 15, Punjab",Punjab,NR
589,BFG,Bagthar,"Bandh, Uttar Pradesh","Uttar Pradesh",NCR
590,BFJ,"Bhoras Budrukh","Kargaon Tanda-Chalisgaon Rd, Maharashtra",Maharashtra,CR
591,BFM,Bhalui,"State Highway 18, Bihar",Bihar,ECR
592,BFN,Bugana,"National Highway 65, Haryana",Haryana,NR
593,BFP,"Bilochpura Agra","Agra, Uttar Pradesh","Uttar Pradesh",NCR
594,BFPA,Bhopatpur,"Bhopatpur, Uttar Pradesh","Uttar Pradesh",NER
595,BFQ,Bendi,"National Highway 75, Jharkhand",Jharkhand,ECR
596,BFR,"Bekal Fort","Pallikere, Kerala",Kerala,SR
597,BFT,Bhabta,"Bhabta, West Bengal","West Bengal",ER
598,BFV,"Bahelia Buzurg","Bahelia Buzurg, Uttar Pradesh","Uttar Pradesh",NER
599,BFW,Byatrayanhalli,"Malur, Karnataka",Karnataka,SWR
600,BFX,"Baghi Ghauspur","Baghi Ghauspur, Bihar",Bihar,ECR
601,BFY,Bhesana,"Marwar, Rajasthan",Rajasthan,NWR
602,BFZ,Bhandartikuri,"State Highway 6, West Bengal","West Bengal",ER
603,BG,Bhongir,"Bhongir, Andhra Pradesh","Andhra Pradesh",SCR
604,BGA,Bagalia,"Purulia, West Bengal","West Bengal",SER
605,BGAE,Balagarh,"Balagarh, West Bengal","West Bengal",ER
606,BGAN,Bangain,"Bangain, Uttar Pradesh","Uttar Pradesh",NER
607,BGB,"Budge Budge","Kolkata, West Bengal","West Bengal",ER
608,BGBR,Bagbahra,"Bagbahra, Chhattisgarh",Chhattisgarh,ECoR
609,BGD,"Bara Gudah","Bara Gudha, Haryana",Haryana,NWR
610,BGDA,Bogada,"Bogada, Orissa",Orissa,?
611,BGDS,"Bhagwanpur Desu","Samastipur, Bihar",Bihar,ECR
612,BGF,Bagila,"Bagila, West Bengal","West Bengal",ER
613,BGG,"Banta Raghunathgarh","Somesar, Rajasthan",Rajasthan,NWR
614,BGH,Baghauli,"sharda nehar, Uttar Pradesh","Uttar Pradesh",NR
615,BGHI,"Baghai Road","Baghai Road, Madhya Pradesh","Madhya Pradesh",WCR
616,BGHU,Borraguhallu,"Way to Rly Station, Andhra Pradesh","Andhra Pradesh",ECoR
617,BGJT,"Bagha Jatin","Kolkata, West Bengal","West Bengal",ER
618,BGK,Bagalkot,"Bagalkot, Karnataka",Karnataka,SWR
619,BGKA,Bangurkela,"Bangurkela, Orissa",Orissa,SER
620,BGKT,"Bhagat Ki Kothi","Jodhpur, Rajasthan",Rajasthan,NWR
621,BGL,Bagula,"Bagula, West Bengal","West Bengal",ER
622,BGLI,Bargolai,"Ledo, Assam",Assam,NFR
623,BGM,Belgaum,"Belgaum, Karnataka",Karnataka,SWR
624,BGMR,Bagumra,"National Highway 6, Gujarat",Gujarat,WR
625,BGMU,Bangarmau,"Bangarmau, Uttar Pradesh","Uttar Pradesh",NR
626,BGN,Borgaon,"Akola, Maharashtra",Maharashtra,CR
627,BGNA,Balgona,"Balgona, West Bengal","West Bengal",ER
628,BGO,"Bogri Road","Bridge over Krishnanagore, West Bengal","West Bengal",SER
629,BGP,Bhagalpur,"Bhagalpur, Bihar",Bihar,ER
630,BGPA,Bageshapura,"Bageshapura, Karnataka",Karnataka,SWR
631,BGPL,Baghuapal,"Orissa, Orissa",Orissa,ECoR
632,BGPR,Bhagwanpura,"Somesar, Rajasthan",Rajasthan,NWR
633,BGQ,Bhongaon,"Mainpuri, Uttar Pradesh","Uttar Pradesh",NCR
634,BGR,Bhagdara,"Bhagdara, Maharashtra",Maharashtra,CR
635,BGRA,Baghnapara,"Kalna-Memari Rd, West Bengal","West Bengal",ER
636,BGRD,"Beliaghata Road","State Highway 2, West Bengal","West Bengal",ER
637,BGRM,"Biggabas Ramsara","National Highway 11, Rajasthan",Rajasthan,NWR
638,BGS,"Begu Sarai","06243-222853, Bihar",Bihar,ECR
639,BGSF,Bisugirsharif,"Jammikunta, Andhra Pradesh","Andhra Pradesh",SCR
640,BGTA,"Bagra Tawa","Bagra Tawa, Madhya Pradesh","Madhya Pradesh",WCR
641,BGU,Bairgania,"Barahwa Pool Rd, Bihar",Bihar,ECR
642,BGUA,Bariguda,"Vizianagaram Rd, Orissa",Orissa,?
643,BGVN,Bhigwan,"Daund, Maharashtra",Maharashtra,CR
644,BGW,Begdewadi,"Dehu, Maharashtra",Maharashtra,CR
645,BGWD,Bagewadi,"Gokak TQ, Karnataka",Karnataka,SWR
646,BGX,"Bagri Sajjanpur","Haripur, Rajasthan",Rajasthan,NWR
647,BGZ,Bahadurgarh,"Bahadurgarh, Haryana",Haryana,NR
648,BH,"Bharuch Junction","Bharuch, Gujarat",Gujarat,WR
649,BHA,Bhandai,"Bhandai, Uttar Pradesh","Uttar Pradesh",NCR
650,BHAN,Bhoyani,"State Highway 133, Gujarat",Gujarat,WR
651,BHAT,Bhatpura,"State Highway 2, Madhya Pradesh","Madhya Pradesh",NCR
652,BHB,"Badla Ghat","Bihar, Bihar",Bihar,ECR
653,BHBK,"Bodhadi Bujrug","Kinwat, Maharashtra",Maharashtra,SCR
654,BHBR,"Bathua Bazar","Phulwaria, Uttar Pradesh","Uttar Pradesh",NER
655,BHC,Bhadrakh,"Bhadrak, Orissa",Orissa,ECoR
656,BHCL,"Bahora Chandil","Dhanapur Avahi Rd, Uttar Pradesh","Uttar Pradesh",ECR
657,BHD,Badli,"Rohini, Delhi NCT","Delhi NCT",NR
658,BHDH,"Bahadurpur Halt","NH 24, Uttar Pradesh","Uttar Pradesh",NR
659,BHDR,Bhadri,"National Highway 24B, Uttar Pradesh","Uttar Pradesh",NR
660,BHET,Bhestan,"Surat, Gujarat",Gujarat,WR
661,BHG,"Bhaton Ki Gali","Chomun, Rajasthan",Rajasthan,NWR
662,BHGH,Bhairgachhi,"Ranaghat-Bagula Bypass, West Bengal","West Bengal",ER
663,BHGJ,Bihariganj,"Kishanganj, Bihar",Bihar,ECR
664,BHGN,Bhilgaon,"National Highway 39, Assam",Assam,NFR
665,BHGP,Bhagirathpur,"National Highway 29, Uttar Pradesh","Uttar Pradesh",NER
666,BHHT,Barhara,"Barhara, Bihar",Bihar,?
667,BHHZ,"Behta Hazipur Halt","Behta Hazipur, Uttar Pradesh","Uttar Pradesh",NR
668,BHI,Baheri,"SH 37, Uttar Pradesh","Uttar Pradesh",NER
669,BHJ,"Barhaj Bazar","Barhaj, Uttar Pradesh","Uttar Pradesh",NER
670,BHJA,Bheja,"Bheja Station, Orissa",Orissa,ECoR
671,BHK,"Badhari Kalan","MDR 45W, Uttar Pradesh","Uttar Pradesh",NER
672,BHKA,"Bahira Kalibari","Bahira Kalibari Railway Station, West Bengal","West Bengal",ER
673,BHKD,Bhurkunda,"Ramgarh, Jharkhand",Jharkhand,ECR
674,BHKH,"Baghoi Kusa","bel Rd, Bihar",Bihar,ECR
675,BHKL,Bhakrauli,"State Highway 39, Uttar Pradesh","Uttar Pradesh",NR
676,BHL,Bhilwara,"Bhilwara, Rajasthan",Rajasthan,NWR
677,BHLA,Behula,"Behula, West Bengal","West Bengal",ER
678,BHLE,Barahat,"State Highway 19, Bihar",Bihar,ER
679,BHLI,Bohali,"State Highway 161, Maharashtra",Maharashtra,CR
680,BHLK,Bhalki,"Bhalki, Karnataka",Karnataka,SCR
681,BHLP,Bhulanpur,"Varanasi, Uttar Pradesh","Uttar Pradesh",NER
682,BHM,Bahram,"Behram, Punjab",Punjab,NR
683,BHME,Bhandaridah,,,ECR
684,BHN,Bhuli,"Kusunda, Jharkhand",Jharkhand,ECR
685,BHNA,Bhayna,"Mamjoan Rd, West Bengal","West Bengal",ER
686,BHNE,Bhone,"State Highway 185, Maharashtra",Maharashtra,WR
687,BHNS,Bhansi,"Dhurli-Basenpur Rd, Chhattisgarh",Chhattisgarh,ECoR
688,BHOJ,"Bhoj Padra","Vadodara Jambusar, Gujarat",Gujarat,WR
689,BHP,"Bolpur Shantiniketan","Bolpur, West Bengal","West Bengal",ER
690,BHPA,"Bahrupiya Halt","Bahirpuya, West Bengal","West Bengal",ER
691,BHR,Bhadreshwar,"Bhadreswar, West Bengal","West Bengal",ER
692,BHRB,Bhairabi,"Kolasib, Mizoram",Mizoram,?
693,BHRD,"Baghara Road",,,SER
694,BHRJ,Becharji,"State Highway 7, Gujarat",Gujarat,WR
695,BHRL,"Bharoli Junction","Bharoli, Punjab",Punjab,NR
696,BHS,Vidisha,"Vidisha, Madhya Pradesh","Madhya Pradesh",WCR
697,BHSA,"Bhisa Halt","Sitamarhi, Bihar",Bihar,ECR
698,BHT,Bhattu,"Bhattu Kalan, Haryana",Haryana,NWR
699,BHTA,Bhatiya,"National Highway 8E, Gujarat",Gujarat,WR
700,BHTK,"Bhanwar Tonk","Khodri, Chhattisgarh",Chhattisgarh,SECR
701,BHTL,Bhatel,"Jamnagar, Gujarat",Gujarat,WR
702,BHTN,Bhitoni,"Jabalpur, Madhya Pradesh","Madhya Pradesh",WCR
703,BHTR,"Bhatpar Rani","Deoria, Uttar Pradesh","Uttar Pradesh",NER
704,BHTS,Bhatasa,"MDR 110W, Uttar Pradesh","Uttar Pradesh",NER
705,BHU,"Bhandu Motidau","Mahesana, Gujarat",Gujarat,WR
706,BHUA,Bhua,"National Highway 25, Uttar Pradesh","Uttar Pradesh",NCR
707,BHUJ,Bhuj,"Bhuj, Gujarat",Gujarat,WR
708,BHV,Bhoma,"State Highway 11A, Madhya Pradesh","Madhya Pradesh",SECR
709,BHW,"Barharwa Junction","Barharwa, Jharkhand",Jharkhand,ER
710,BHWA,Bechhiwara,"Bichhiwara, Rajasthan",Rajasthan,NWR
